TimeStamp,Tyl Y,Tyl X,Przod Y,Przod X
10.258,-0.006465,1.0865,-0.0064651,1.0865
10.277,-0.0057156,1.2068,-0.0057156,1.2067
10.296,-0.0048994,1.3249,-0.0048994,1.3249
10.316,-0.0040213,1.4408,-0.0040215,1.4408
10.335,-0.0030868,1.5543,-0.003087,1.5542
10.355,-0.0021012,1.6651,-0.0021014,1.665
10.374,-0.0010704,1.7732,-0.0010707,1.7731
10.393,-1.58E-07,1.8783,-4.78E-07,1.8782
10.413,0.0011035,1.9805,0.0011031,1.9804
10.432,0.0022345,2.0794,0.002234,2.0793
10.452,0.0033869,2.1752,0.0033863,2.175
10.471,0.0039615,2.2675,0.0039608,2.2674
10.49,-0.020466,2.3565,-0.020467,2.3563
10.51,-0.055282,2.4451,-0.055283,2.4449
10.529,-0.055249,2.8598,-0.05525,2.8596
10.549,-0.044704,3.7213,-0.044708,3.7207
10.569,-0.03084,4.6062,-0.03085,4.6051
10.588,-0.014111,5.4885,-0.014131,5.4866
10.608,0.0056326,6.3746,0.005594,6.3716
10.628,0.02862,7.2702,0.028552,7.2656
10.647,0.055159,8.1803,0.055048,8.1737
10.667,0.085631,9.1094,0.085458,9.1002
10.687,0.12049,10.061,0.12022,10.049
10.707,0.16024,11.039,0.15985,11.022
10.727,0.20546,12.046,0.2049,12.023
10.748,0.25676,13.081,0.25597,13.053
10.768,0.31476,14.147,0.31368,14.11
10.788,0.3801,15.241,0.37861,15.194
10.809,0.45332,16.359,0.45132,16.302
10.829,0.53487,17.498,0.53222,17.427
10.85,0.62499,18.649,0.62152,18.561
10.871,0.72362,19.802,0.71914,19.696
10.891,0.83027,20.944,0.82456,20.817
10.912,0.94401,22.059,0.93687,21.909
10.933,1.0998,23.128,1.0911,22.953
10.954,1.3303,24.202,1.3194,23.997
10.975,1.4741,24.96,1.461,24.729
10.996,1.4489,24.66,1.4362,24.437
11.017,1.396,24.176,1.3844,23.966
11.038,1.3408,23.672,1.3302,23.475
11.059,1.2845,23.155,1.2748,22.972
11.08,1.2281,22.635,1.2193,22.464
11.1,1.1726,22.117,1.1646,21.959
11.121,1.1187,21.608,1.1115,21.461
11.142,1.067,21.112,1.0604,20.975
11.162,1.0177,20.633,1.0117,20.506
11.183,0.97133,20.176,0.96587,20.057
11.204,0.92789,19.741,0.92291,19.631
11.224,0.8875,19.331,0.88295,19.228
11.245,0.85019,18.948,0.846,18.851
11.265,0.8159,18.591,0.81204,18.5
11.286,0.78457,18.262,0.78099,18.176
11.306,0.75609,17.96,0.75276,17.879
11.326,0.73037,17.686,0.72724,17.608
11.347,0.70726,17.439,0.70432,17.365
11.367,0.68665,17.219,0.68387,17.148
11.387,0.66842,17.025,0.66577,16.957
11.408,0.65244,16.857,0.6499,16.791
11.428,0.63861,16.714,0.63616,16.649
11.449,0.6268,16.596,0.62443,16.532
11.469,0.61694,16.501,0.61463,16.438
11.489,0.60728,16.429,0.60501,16.367
11.51,0.5873,16.377,0.58507,16.316
11.53,0.56813,16.349,0.56595,16.289
11.55,0.56535,16.483,0.56312,16.421
11.571,0.57359,16.753,0.57122,16.689
11.591,0.58838,17.113,0.58581,17.044
11.612,0.61,17.564,0.60716,17.49
11.632,0.63896,18.109,0.63576,18.028
11.653,0.676,18.75,0.67232,18.66
11.673,0.72208,19.492,0.71779,19.391
11.694,0.77844,20.338,0.77334,20.222
11.715,0.84655,21.293,0.84042,21.159
11.736,0.92822,22.358,0.92074,22.202
11.757,1.0255,23.535,1.0163,23.352
11.778,1.1409,24.824,1.1293,24.607
11.799,1.2768,26.22,1.2623,25.961
11.821,1.436,27.712,1.4178,27.403
11.843,1.6211,29.285,1.598,28.915
11.865,1.8338,30.913,1.8046,30.471
11.887,2.0747,32.564,2.038,32.038
11.909,2.362,34.193,2.3163,33.573
11.931,2.8567,35.8,2.7998,35.073
11.954,3.4539,37.694,3.3775,36.81
11.976,3.5708,37.688,3.4912,36.795
11.998,3.3515,36.261,3.2834,35.471
12.02,3.0769,34.56,3.0212,33.884
12.041,2.776,32.696,2.7317,32.131
12.063,2.4707,30.756,2.4365,30.292
12.084,2.1775,28.813,2.1515,28.436
12.105,1.9064,26.921,1.8869,26.617
12.126,1.6625,25.116,1.648,24.873
12.147,1.4474,23.422,1.4366,23.227
12.167,1.2603,21.851,1.2522,21.694
12.188,1.0989,20.405,1.0928,20.28
12.208,0.96054,19.085,0.95596,18.983
12.229,0.84239,17.884,0.8389,17.801
12.249,0.74164,16.797,0.73896,16.729
12.269,0.65575,15.815,0.65367,15.759
12.289,0.5825,14.932,0.58086,14.884
12.31,0.51995,14.138,0.51865,14.098
12.33,0.46454,13.428,0.46349,13.394
12.35,0.38534,12.794,0.38448,12.765
12.37,0.31265,12.224,0.31198,12.199
12.39,0.29611,12.101,0.29549,12.078
12.41,0.30751,12.358,0.30684,12.333
12.43,0.32107,12.645,0.32032,12.618
12.45,0.33606,12.953,0.33524,12.924
12.47,0.35261,13.281,0.3517,13.25
12.49,0.37083,13.63,0.36982,13.597
12.511,0.39086,14.001,0.38974,13.964
12.531,0.41283,14.393,0.41157,14.353
12.551,0.43688,14.806,0.43547,14.763
12.571,0.46315,15.241,0.46156,15.193
12.592,0.49177,15.696,0.48998,15.643
12.612,0.52288,16.171,0.52086,16.113
12.632,0.55659,16.664,0.5543,16.601
12.653,0.59298,17.175,0.59038,17.106
12.673,0.63211,17.701,0.62916,17.625
12.694,0.67397,18.239,0.67064,18.156
12.714,0.71851,18.786,0.71474,18.694
12.735,0.76559,19.338,0.76133,19.238
12.756,0.81497,19.89,0.81017,19.78
12.776,0.8663,20.437,0.86091,20.318
12.797,0.91928,20.973,0.91327,20.843
12.818,0.99869,21.489,0.99202,21.348
12.839,1.1185,22.023,1.1109,21.869
12.86,1.1837,22.328,1.1754,22.165
12.88,1.162,22.015,1.1542,21.859
12.901,1.1239,21.571,1.1166,21.424
12.922,1.0796,21.07,1.073,20.933
12.942,1.0306,20.521,1.0247,20.396
12.963,0.97824,19.935,0.97297,19.82
12.983,0.92375,19.32,0.91911,19.216
13.004,0.86831,18.684,0.86427,18.591
13.024,0.81294,18.037,0.80944,17.953
13.045,0.75847,17.385,0.75546,17.31
13.065,0.70557,16.734,0.70299,16.667
13.085,0.65473,16.089,0.65255,16.03
13.105,0.60634,15.455,0.60448,15.403
13.126,0.56061,14.835,0.55904,14.789
13.146,0.51768,14.232,0.51636,14.192
13.166,0.4776,13.648,0.47648,13.613
13.186,0.44033,13.084,0.43939,13.053
13.206,0.40581,12.541,0.40502,12.514
13.226,0.37393,12.02,0.37326,11.996
13.246,0.34455,11.521,0.344,11.5
13.266,0.31754,11.043,0.31707,11.025
13.286,0.29273,10.587,0.29234,10.571
13.306,0.26984,10.152,0.26951,10.137
13.325,0.2289,9.7367,0.22862,9.7242
13.345,0.16372,9.3289,0.1635,9.3181
13.365,0.14029,9.1619,0.14009,9.1521
13.385,0.14953,9.534,0.14931,9.523
13.405,0.16421,10.011,0.16393,9.9987
13.425,0.18133,10.537,0.18099,10.522
13.445,0.20132,11.114,0.20091,11.096
13.465,0.22471,11.749,0.22419,11.728
13.485,0.25213,12.446,0.25147,12.422
13.505,0.28434,13.214,0.2835,13.184
13.526,0.32228,14.057,0.3212,14.021
13.546,0.36706,14.984,0.36566,14.94
13.566,0.42006,16.002,0.41824,15.948
13.587,0.48292,17.119,0.48051,17.053
13.607,0.55758,18.341,0.5544,18.259
13.628,0.64639,19.675,0.64214,19.573
13.649,0.75205,21.125,0.74635,20.996
13.67,0.87768,22.69,0.87,22.529
13.691,1.0267,24.368,1.0164,24.165
13.713,1.2029,26.147,1.1889,25.893
13.734,1.4097,28.009,1.3909,27.692
13.756,1.6499,29.926,1.625,29.531
13.778,1.9248,31.859,1.8919,31.372
13.801,2.2322,33.755,2.1895,33.163
13.823,2.6299,35.545,2.5757,34.838
13.846,3.2411,37.371,3.1709,36.524
13.868,3.75,38.915,3.6599,37.925
13.89,3.6578,38.041,3.5744,37.117
13.912,3.3943,36.443,3.3245,35.638
13.934,3.0916,34.64,3.0351,33.957
13.956,2.7754,32.731,2.7309,32.162
13.977,2.4655,30.797,2.4312,30.33
13.998,2.1752,28.901,2.1489,28.521
14.019,1.9116,27.088,1.8917,26.779
14.04,1.6777,25.386,1.6625,25.135
14.061,1.4733,23.81,1.4617,23.605
14.082,1.2966,22.366,1.2878,22.198
14.103,1.145,21.055,1.1382,20.916
14.123,1.0155,19.872,1.0102,19.757
14.144,0.9052,18.811,0.90095,18.714
14.164,0.81135,17.864,0.80794,17.782
14.184,0.73159,17.025,0.7288,16.954
14.205,0.66381,16.285,0.66151,16.224
14.225,0.60627,15.637,0.60433,15.583
14.245,0.55748,15.076,0.55582,15.028
14.265,0.51619,14.596,0.51475,14.553
14.285,0.48141,14.193,0.48014,14.153
14.306,0.452,13.863,0.45085,13.826
14.326,0.42026,13.604,0.4192,13.57
14.346,0.39375,13.412,0.39277,13.379
14.366,0.38772,13.376,0.38676,13.344
14.386,0.39285,13.476,0.39187,13.443
14.406,0.39888,13.588,0.39786,13.554
14.426,0.40534,13.706,0.40428,13.671
14.447,0.41225,13.831,0.41116,13.795
14.467,0.41964,13.963,0.4185,13.926
14.487,0.42752,14.101,0.42634,14.063
14.507,0.43592,14.246,0.43469,14.207
14.527,0.44486,14.398,0.44357,14.358
14.548,0.45435,14.557,0.453,14.515
14.568,0.46442,14.723,0.463,14.679
14.588,0.47507,14.895,0.47358,14.85
14.608,0.48631,15.073,0.48475,15.027
14.629,0.49816,15.258,0.49653,15.21
14.649,0.51062,15.448,0.5089,15.398
14.669,0.52369,15.644,0.52187,15.592
14.69,0.53735,15.845,0.53544,15.79
14.71,0.55159,16.049,0.54958,15.993
14.73,0.56639,16.258,0.56427,16.199
14.751,0.58172,16.468,0.57947,16.407
14.771,0.59752,16.681,0.59515,16.617
14.791,0.61373,16.894,0.61124,16.828
14.812,0.6303,17.107,0.62767,17.037
14.832,0.64713,17.317,0.64436,17.245
14.853,0.66412,17.525,0.66121,17.45
14.873,0.68115,17.727,0.6781,17.65
14.894,0.6981,17.923,0.6949,17.843
14.914,0.71481,18.111,0.71147,18.028
14.935,0.73112,18.289,0.72764,18.203
14.955,0.74685,18.455,0.74323,18.367
14.976,0.76182,18.607,0.75807,18.517
14.996,0.77584,18.744,0.77196,18.651
15.017,0.78869,18.863,0.78471,18.769
15.037,0.80057,18.963,0.79649,18.867
15.058,0.82471,19.043,0.82056,18.945
15.079,0.85453,19.117,0.85025,19.018
15.099,0.85164,19.028,0.84739,18.93
15.12,0.82297,18.731,0.81899,18.637
15.14,0.79513,18.444,0.79141,18.355
15.161,0.76984,18.182,0.76633,18.097
15.181,0.74704,17.947,0.74373,17.865
15.201,0.72668,17.738,0.72353,17.66
15.222,0.70869,17.556,0.70568,17.48
15.242,0.69301,17.4,0.69011,17.326
15.263,0.67956,17.271,0.67675,17.198
15.283,0.66827,17.167,0.66554,17.096
15.304,0.65909,17.089,0.65642,17.02
15.324,0.65196,17.037,0.64932,16.968
15.344,0.64682,17.01,0.64421,16.942
15.365,0.64364,17.008,0.64103,16.939
15.385,0.64238,17.029,0.63976,16.961
15.406,0.64301,17.075,0.64037,17.006
15.426,0.6455,17.143,0.64282,17.074
15.446,0.64983,17.235,0.6471,17.163
15.467,0.656,17.347,0.6532,17.275
15.487,0.66399,17.482,0.6611,17.407
15.508,0.67377,17.636,0.67078,17.56
15.528,0.68535,17.809,0.68224,17.731
15.549,0.69869,18.001,0.69544,17.92
15.569,0.71376,18.21,0.71036,18.126
15.59,0.73053,18.433,0.72695,18.346
15.61,0.74894,18.671,0.74517,18.58
15.631,0.7689,18.92,0.76492,18.825
15.651,0.79032,19.179,0.7861,19.08
15.672,0.81305,19.444,0.80859,19.341
15.693,0.83694,19.714,0.83222,19.606
15.713,0.86177,19.985,0.85677,19.872
15.734,0.88729,20.254,0.88199,20.137
15.755,0.91319,20.517,0.9076,20.395
15.776,0.94485,20.771,0.93896,20.644
15.796,1.0047,21.02,0.99848,20.887
15.817,1.0451,21.241,1.0384,21.103
15.838,1.0257,21.09,1.0192,20.954
15.858,0.99313,20.853,0.98697,20.722
15.879,0.96749,20.686,0.96156,20.559
15.9,0.94855,20.59,0.94276,20.465
15.92,0.93612,20.565,0.9304,20.441
15.941,0.93013,20.61,0.92438,20.485
15.962,0.93057,20.727,0.92471,20.6
15.983,0.93753,20.916,0.93148,20.786
16.003,0.95122,21.179,0.94488,21.044
16.024,0.97193,21.515,0.96519,21.374
16.045,1.0001,21.927,0.9928,21.777
16.066,1.0361,22.414,1.0282,22.254
16.087,1.0807,22.978,1.072,22.805
16.108,1.1346,23.618,1.1248,23.43
16.129,1.1985,24.334,1.1874,24.126
16.15,1.2732,25.121,1.2606,24.892
16.172,1.3596,25.977,1.3451,25.722
16.193,1.4583,26.893,1.4416,26.608
16.214,1.57,27.861,1.5506,27.541
16.236,1.7297,28.864,1.7071,28.505
16.258,2.0297,29.972,2.0026,29.563
16.279,2.3044,31.065,2.2711,30.596
16.301,2.3125,30.81,2.2797,30.35
16.322,2.2289,30.058,2.1991,29.633
16.344,2.1166,29.133,2.0903,28.747
16.365,1.9833,28.069,1.9607,27.726
16.386,1.8367,26.905,1.8178,26.605
16.407,1.6842,25.675,1.6686,25.417
16.428,1.5317,24.414,1.5191,24.193
16.449,1.3839,23.146,1.3738,22.96
16.469,1.2441,21.895,1.236,21.739
16.49,1.1141,20.678,1.1078,20.547
16.51,0.99514,19.506,0.99015,19.397
16.531,0.88738,18.386,0.88348,18.296
16.551,0.79061,17.325,0.78756,17.25
16.572,0.70424,16.324,0.70186,16.261
16.592,0.6275,15.383,0.62563,15.331
16.612,0.55952,14.501,0.55806,14.457
16.632,0.49942,13.675,0.49827,13.639
16.652,0.44634,12.904,0.44544,12.874
16.672,0.39947,12.183,0.39876,12.158
16.692,0.35808,11.509,0.35752,11.488
16.712,0.3215,10.88,0.32105,10.862
16.732,0.28912,10.29,0.28876,10.275
16.752,0.26043,9.7374,0.26015,9.7248
16.771,0.23421,9.2181,0.23398,9.2075
16.791,0.18655,8.729,0.18637,8.72
16.811,0.13286,8.2607,0.13272,8.2532
16.831,0.11978,8.1133,0.11966,8.1065
16.851,0.12715,8.359,0.12702,8.3516
16.87,0.13631,8.6389,0.13615,8.6307
16.89,0.14623,8.931,0.14605,8.9218
16.91,0.15698,9.2355,0.15678,9.2254
16.93,0.16864,9.5529,0.16841,9.5416
16.95,0.18127,9.8834,0.18101,9.8709
16.97,0.19496,10.227,0.19465,10.213
16.99,0.20978,10.585,0.20942,10.569
17.01,0.22581,10.956,0.2254,10.939
17.03,0.24314,11.34,0.24267,11.321
17.05,0.26185,11.738,0.26131,11.717
17.07,0.28201,12.149,0.28139,12.125
17.09,0.3037,12.572,0.30298,12.546
17.11,0.32698,13.007,0.32616,12.978
17.13,0.3519,13.453,0.35096,13.421
17.151,0.3785,13.908,0.37742,13.872
17.171,0.40678,14.37,0.40554,14.331
17.191,0.43672,14.839,0.4353,14.795
17.211,0.46826,15.31,0.46664,15.262
17.232,0.50129,15.782,0.49946,15.729
17.252,0.53625,16.251,0.53417,16.193
17.273,0.65002,16.712,0.64768,16.648
17.293,0.87891,17.261,0.87604,17.188
17.313,0.94372,17.097,0.94058,17.022
17.333,0.79419,14.983,0.79227,14.932
17.353,0.62754,12.457,0.62659,12.427
17.373,0.47779,9.7844,0.47741,9.7699
17.392,0.35347,7.0169,0.35336,7.0113
17.412,0.26032,4.2015,0.2603,4.2001
17.431,0.20132,1.3814,0.20132,1.3813
17.45,0.17895,1.4037,0.17895,1.4037
17.469,0.14062,4.1199,0.14062,4.1194
17.488,0.070696,6.7302,0.070728,6.7274
17.507,-0.025666,9.2021,-0.025536,9.1944
17.525,-0.14222,11.505,-0.14188,11.489
17.544,-0.27194,13.609,-0.27123,13.583
17.562,-0.40735,15.491,-0.40613,15.452
17.581,-0.54313,17.129,-0.54126,17.076
17.599,-0.68819,18.503,-0.6856,18.436
17.618,-0.79013,19.552,-0.78678,19.471
17.636,-0.8103,20.033,-0.80661,19.947
17.655,-0.81822,20.495,-0.81427,20.404
17.673,-0.85943,21.348,-0.85492,21.247
17.691,-0.93792,22.618,-0.93239,22.499
17.709,-1.0622,24.354,-1.055,24.209
17.727,-1.2477,26.642,-1.2377,26.457
17.745,-1.5204,29.615,-1.5059,29.369
17.763,-1.9237,33.465,-1.901,33.121
17.781,-2.5299,38.468,-2.4923,37.965
17.798,-3.4619,45.016,-3.3958,44.246
17.816,-4.9308,53.651,-4.8067,52.42
17.832,-7.2949,65.092,-7.0476,63.034
17.849,-11.135,80.173,-10.617,76.614
17.866,-17.284,99.569,-16.169,93.317
17.882,-26.596,123.08,-24.236,112.28
17.898,-39.176,148.41,-34.565,130.96
17.914,-53.189,169.61,-45.369,144.57
17.93,-58.704,172.34,-49.356,144.72
17.946,-44.733,147.57,-38.848,127.97
17.962,-31.016,121.2,-27.921,108.95
17.979,-21.491,99.892,-19.891,92.336
17.996,-15.291,83.759,-14.434,78.978
18.013,-11.316,71.881,-10.826,68.708
18.03,-8.7543,63.26,-8.4509,61.027
18.047,-7.0864,57.097,-6.8819,55.423
18.065,-5.9994,52.818,-5.849,51.48
18.082,-5.307,50.033,-5.1866,48.893
18.099,-4.9011,48.494,-4.7963,47.461
18.117,-4.7243,48.058,-4.6253,47.063
18.134,-4.8054,48.661,-4.704,47.644
18.151,-5.1634,50.116,-5.0494,49.008
18.169,-5.442,51.122,-5.3158,49.933
18.186,-5.4076,50.927,-5.2829,49.75
18.203,-5.3441,50.63,-5.222,49.471
18.22,-5.2817,50.35,-5.1622,49.21
18.238,-5.2273,50.121,-5.11,48.996
18.255,-5.1872,49.971,-5.0714,48.856
18.272,-5.1663,49.925,-5.0513,48.814
18.29,-5.1692,50.002,-5.0539,48.889
18.307,-5.1995,50.218,-5.0826,49.094
18.324,-5.2601,50.584,-5.1405,49.439
18.341,-5.3532,51.104,-5.2294,49.929
18.359,-5.4803,51.779,-5.3507,50.563
18.376,-5.6418,52.602,-5.5048,51.334
18.393,-5.8366,53.559,-5.6906,52.228
18.41,-6.0621,54.626,-5.9053,53.222
18.427,-6.3131,55.769,-6.1439,54.285
18.445,-6.5813,56.945,-6.3986,55.374
18.462,-6.8552,58.097,-6.6583,56.436
18.479,-7.1197,59.159,-6.9088,57.412
18.496,-7.3563,60.058,-7.1326,58.235
18.513,-7.5536,60.716,-7.3195,58.833
18.53,-7.9186,60.999,-7.6776,59.079
18.547,-8.3126,59.753,-8.0591,57.808
18.565,-6.7396,51.475,-6.5702,50.072
18.583,-4.0999,38.415,-4.0399,37.774
18.601,-2.4127,27.284,-2.395,27.03
18.619,-1.4243,17.727,-1.4204,17.648
18.638,-0.92703,9.0939,-0.92659,9.08
18.657,-0.83127,0.81331,-0.83127,0.81326
18.677,-1.1291,7.6097,-1.1291,7.6094
18.698,-1.4198,16.555,-1.4202,16.528
18.72,-1.7357,25.879,-1.7392,25.748
18.745,-1.5057,34.473,-1.5142,34.169
18.774,1.253,43.404,1.2439,42.954
18.802,7.1172,76.272,6.5212,70.425
18.83,19.948,101.18,16.106,83.075
18.862,15.238,77.632,12.788,65.209
18.893,10.64,58.23,9.5515,51.623
18.923,7.7211,47.446,7.2326,43.904
18.95,5.4487,39.57,5.2346,37.685
18.977,3.8059,33.245,3.7109,32.224
19.002,2.6969,28.24,2.6523,27.661
19.027,1.9623,24.346,1.9397,23.998
19.052,1.4714,21.338,1.4589,21.115
19.076,1.1366,19.016,1.1292,18.865
19.1,0.90288,17.224,0.89817,17.115
19.123,0.73581,15.844,0.73258,15.762
19.147,0.61379,14.793,0.61142,14.727
19.171,0.52292,14.007,0.52108,13.953
19.194,0.45411,13.445,0.45259,13.398
19.217,0.40121,13.077,0.3999,13.034
19.241,0.35997,12.883,0.35876,12.842
19.264,0.32729,12.852,0.32612,12.812
19.288,0.30076,12.982,0.29957,12.941
19.311,0.27829,13.275,0.27702,13.232
19.335,0.2577,13.743,0.25628,13.695
19.359,0.2503,14.4,0.24863,14.346
19.383,0.36673,15.288,0.36464,15.223
19.407,0.53144,16.534,0.52832,16.448
19.432,0.63103,17.355,0.62701,17.252
19.456,0.69401,17.769,0.68949,17.657
19.48,0.75299,18.071,0.74805,17.952
19.505,0.80473,18.244,0.7995,18.12
19.529,0.84556,18.269,0.84019,18.144
19.553,0.87204,18.13,0.86674,18.007
19.578,0.8815,17.814,0.87648,17.697
19.602,0.87244,17.316,0.8679,17.208
19.625,0.84482,16.634,0.8409,16.538
19.649,0.8001,15.772,0.7969,15.691
19.673,0.74108,14.742,0.73862,14.676
19.696,0.67149,13.556,0.66972,13.505
19.719,0.5956,12.231,0.59441,12.194
19.742,0.51774,10.783,0.517,10.758
19.764,0.44199,9.2284,0.44159,9.2121
19.787,0.372,7.5803,0.37181,7.5712
19.809,0.31086,5.8507,0.31079,5.8464
19.831,0.26114,4.0486,0.26112,4.0471
19.853,0.22496,2.1807,0.22496,2.1804
19.875,0.20408,0.25224,0.20408,0.25224
19.896,0.19438,1.7326,0.19438,1.7326
19.917,0.058563,3.7688,0.058565,3.7683
19.939,-0.11474,5.7525,-0.1147,5.7498
19.96,-0.15556,6.5186,-0.15549,6.5141
19.981,-0.1408,6.0114,-0.14075,6.0078
20.003,-0.12503,5.45,-0.12499,5.4473
20.024,-0.11097,4.9006,-0.11095,4.8986
20.045,-0.098554,4.363,-0.098539,4.3616
20.067,-0.087703,3.8369,-0.087694,3.8359
20.089,-0.078343,3.3218,-0.078337,3.3212
20.11,-0.070397,2.8172,-0.070394,2.8168
20.132,-0.063795,2.3223,-0.063794,2.3221
20.153,-0.05847,1.8365,-0.05847,1.8364
20.175,-0.054361,1.359,-0.054361,1.3589
20.197,-0.05141,0.88888,-0.05141,0.88887
20.219,-0.04957,0.42548,-0.04957,0.42548
20.241,-0.048844,0.031971,-0.048844,0.031971
20.263,-0.048786,0.48451,-0.048786,0.48451
20.284,-0.047873,0.93269,-0.047873,0.93268
20.306,-0.046125,1.3772,-0.046125,1.3772
20.329,-0.043553,1.8188,-0.043554,1.8187
20.351,-0.040164,2.2579,-0.040164,2.2577
20.373,-0.035955,2.6951,-0.035957,2.6948
20.395,-0.030923,3.1308,-0.030925,3.1303
20.417,-0.025055,3.5653,-0.02506,3.5646
20.439,-0.01834,3.9989,-0.018348,3.9979
20.462,-0.01076,4.4316,-0.010773,4.4302
20.484,-0.0023002,4.8634,-0.0023192,4.8616
20.507,0.007057,5.2942,0.0070299,5.2918
20.529,0.017326,5.7235,0.017288,5.7204
20.552,0.028516,6.1509,0.028465,6.147
20.574,0.040633,6.5756,0.040566,6.5709
20.597,0.053671,6.9969,0.053584,6.9911
20.62,0.067616,7.4136,0.067505,7.4067
20.642,0.082439,7.8244,0.082299,7.8163
20.665,0.098095,8.228,0.097922,8.2184
20.688,0.11452,8.6225,0.11431,8.6115
20.711,0.13162,9.0063,0.13137,8.9936
20.734,0.1493,9.3773,0.149,9.3629
20.757,0.16742,9.7334,0.16707,9.7172
20.78,0.18582,10.072,0.18541,10.054
20.803,0.20431,10.392,0.20384,10.372
20.826,0.22269,10.69,0.22216,10.668
20.849,0.24073,10.964,0.24013,10.94
20.872,0.25819,11.212,0.25753,11.186
20.896,0.27481,11.432,0.2741,11.405
20.919,0.29037,11.622,0.2896,11.593
20.942,0.3046,11.781,0.30379,11.751
20.965,1.8342,11.867,1.8334,11.835
20.987,0.77583,13.723,0.77159,13.648
21.009,NaN,NaN,Inf,Inf
